SIT,DENOM_SOCIAL,MUN,CNPJ_CIA,SETOR_ATIV,CONTROLE_ACIONARIO,UF
ATIVO,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,SÃO PAULO,35.764.708/0001-01,Telecomunicações,PRIVADO,SP
ATIVO,QUALITY SOFTWARE S.A.,RIO DE JANEIRO,35.791.391/0001-94,Emp. Adm. Part. - Comunicação e Informática,PRIVADO,RJ
ATIVO,INSPIRALI EDUCAÇÃO S.A.,BELO HORIZONTE,35.822.503/0001-27,Educação,PRIVADO,MG
ATIVO,ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.,RIO DE JANEIRO,35.980.592/0001-30,Comunicação e Informática,PRIVADO,RJ
ATIVO,EIXO SP CONCESSIONARIA DE RODOVIAS S.A.,SÃO CARLOS,36.146.575/0001-64,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,VERO CAPITAL MARKETS S.A.,SÃO PAULO,36.243.187/0001-00,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,AMIL PARTICIPAÇÕES S/A,RIO DE JANEIRO,36.461.242/0001-20,Serviços Médicos,PRIVADO HOLDING,RJ
ATIVO,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,BARUERI,36.542.025/0001-64,Comunicação e Informática,PRIVADO,SP
CANCELADA,CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II,SÃO PAULO,36.729.398/0001-49,Securitização de Recebíveis,PRIVADO,SP
ATIVO,CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,CAPIVARI DE BAIXO,36.763.716/0001-98,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SC
CANCELADA,COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5,SÃO PAULO,37.368.315/0001-04,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,FICTOR Securitizadora S.A.,SÃO PAULO,37.592.100/0001-64,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,BBC LEASING ARREND MERCANTIL-EM LIQUIDAÇÃO ORDINÁRIA,GOIÂNIA,37.623.907/0001-17,Arrendamento Mercantil,PRIVADO,GO
ATIVO,AUREN PARTICIPAÇÕES S.A.,SÃO PAULO,37.663.076/0001-07,Energia Elétrica,PRIVADO HOLDING,SP
ATIVO,MONTE RODOVIAS S.A.,SÃO PAULO,37.702.340/0001-74,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SP
ATIVO,TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,SÃO PAULO,38.042.694/0001-00,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,Rio Energy Participações S.A.,RIO DE JANEIRO,38.126.888/0001-86,Emp. Adm. Part. - Energia Elétrica,PRIVADO,RJ
ATIVO,RIO ALTO ENERGIAS RENOVÁVEIS S.A. - EM RECUPERAÇÃO JUDICIAL,SÃO PAULO,38.199.406/0001-18,Energia Elétrica,PRIVADO,SP
ATIVO,ASSURUÁ 4 E 5 HOLDING ENERGIA S.A.,SÃO PAULO,38.286.323/0001-66,Emp. Adm. Part. - Energia Elétrica,PRIVADO HOLDING,SP
ATIVO,INFRACOMMERCE CXAAS S.A.,SÃO PAULO,38.456.921/0001-36,Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,ANEMUS WIND HOLDING S.A.,SÃO PAULO,38.482.780/0001-26,Energia Elétrica,PRIVADO,SP
CANCELADA,AMAZONE FUN PARKS S/A,PENHA,38.543.489/0001-10,Hospedagem e Turismo,ESTRANGEIRO HOLDING,SC
ATIVO,RUMO MALHA OESTE S.A.,SÃO PAULO,39.115.514/0001-28,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,CENCOSUD BRASIL COMERCIAL S.A.,SÃO PAULO,39.346.861/0350-38,Comércio (Atacado e Varejo),ESTRANGEIRO,SP
CANCELADA,HLASA PARTICIPAÇÕES S.A.,RIO DE JANEIRO,39.393.829/0001-37,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,RJ
CANCELADA,MESBLA TRUST REC CARTAO CRD SA,RIO DE JANEIRO,39.527.759/0001-62,Securitização de Recebíveis,PRIVADO,RJ
ATIVO,BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.,MACEIÓ,39.580.673/0001-01,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO,AL
CANCELADA,BANESTES LEASING SA ARR MERC,VITÓRIA,39.813.605/0001-37,Arrendamento Mercantil,ESTATAL,ES
ATIVO,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,PORTO ALEGRE,39.881.421/0001-04,Energia Elétrica,PRIVADO,RS
ATIVO,HMOBI PARTICIPAÇÕES S.A,RIO DE JANEIRO,40.159.947/0001-64,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,RJ
CANCELADA,DIJON SA,RIO DE JANEIRO,40.173.064/0001-09,Comércio (Atacado e Varejo),PRIVADO,RJ
CANCELADA,REFINARIA DE MANAUS S.A.,MANAUS,40.180.943/0001-68,Petróleo e Gás,PRIVADO,AM
ATIVO,SOLVI ESSENCIS AMBIENTAL S.A.,SÃO PAULO,40.263.170/0001-83,"Saneamento, Serv. Água e Gás",PRIVADO,SP
CANCELADA,AUTOTRAC COMERCIO E TELECOMUNICAÇÕES,BRASÍLIA,40.281.347/0001-74,Serviços Transporte e Logística,PRIVADO,DF
ATIVO,TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,SÃO PAULO,40.337.136/0001-06,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
CANCELADA,ANCAR EMPREENDIMENTOS COMERCIAIS S/A,RIO DE JANEIRO,40.430.571/0001-80,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,RJ
CANCELADA,BCP S/A,SÃO PAULO,40.432.544/0001-47,Telecomunicações,PRIVADO,SP
CANCELADA,PLAYBANCO SECURITIZADORA S.A,SÃO CAETANO DO SUL,40.446.476/0001-75,Securitização de Recebíveis,PRIVADO HOLDING,SP
CANCELADA,RIO ALTO STL HOLDING I S.A.,SANTA LUZIA,40.480.481/0001-02,Emp. Adm. Part. - Energia Elétrica,PRIVADO,PB
ATIVO,IFIN PARTICIPACOES S.A.,SÃO PAULO,40.593.395/0001-06,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,HUMAITA SECURITIZADORA S/A,NATAL,40.760.921/0001-77,Securitização de Recebíveis,PRIVADO,RN
CANCELADA,CIA. SECURITIZADORA DE CRED. FIN. VERT-UME,SÃO PAULO,40.885.785/0001-41,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,PORTO DE VITÓRIA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,SÃO PAULO,40.997.635/0001-20,Securitização de Recebíveis,PRIVADO,SP
ATIVO,SOLAR BEBIDAS S.A.,FORTALEZA,41.052.420/0001-07,Bebidas e Fumo,PRIVADO,CE
ATIVO,CANTU STORE S.A.,SÃO PAULO,41.096.674/0001-19,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,MOTTU I S.A,SÃO PAULO,41.335.131/0001-07,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
ATIVO,RODOVIAS DO BRASIL HOLDING S.A.,RIO DE JANEIRO,41.508.382/0001-46,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO HOLDING,RJ
CANCELADA,CERES SECURITIZADORA S.A.,UBERABA,41.534.746/0001-62,Securitização de Recebíveis,PRIVADO,MG
ATIVO,VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.,INDAIATUBA,41.570.356/0001-48,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,CANAL COMPANHIA DE SECURITIZAÇÃO,SÃO PAULO,41.811.375/0001-19,Securitização de Recebíveis,PRIVADO,SP
ATIVO,CONCESSIONARIA ROTA DE SANTA MARIA S.A,SANTA CRUZ DO SUL,41.886.692/0001-02,Serviços Transporte e Logística,PRIVADO,RS
CANCELADA,CIA BOZANO SIMONSEN COM IND,RIO DE JANEIRO,42.113.662/0001-18,Emp. Adm. Participações,PRIVADO,RJ
CANCELADA,SIDERURGICA HIME,SÃO GONÇALO,42.119.370/0001-92,Metalurgia e Siderurgia,PRIVADO,RJ
CANCELADA,RIO OTHON PALACE HOTEL SA,RIO DE JANEIRO,42.149.559/0001-28,Hospedagem e Turismo,PRIVADO,RJ
ATIVO,BRASKEM S.A.,CAMAÇARI,42.150.391/0001-70,Petroquímicos e Borracha,PRIVADO,BA
CANCELADA,ARACRUZ CELULOSE S/A,ARACRUZ,42.157.511/0001-61,Papel e Celulose,PRIVADO,ES
CANCELADA,GESTIO SA COMERCIO E INDUSTRIA,RIO DE JANEIRO,42.171.157/0001-20,Emp. Adm. Participações,PRIVADO,RJ
ATIVO,ALVAREZ & MARSAL INVESTIMENTOS I S.A.,SÃO PAULO,42.233.757/0001-75,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SP
CANCELADA,VEPLAN SA,RIO DE JANEIRO,42.274.597/0001-02,Crédito Imobiliário,PRIVADO,RJ
CANCELADA,ABC XTAL MICROELETRONICA SA,RIO DE JANEIRO,42.275.727/0001-21,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,RJ
ATIVO,LOG-IN LOGISTICA INTERMODAL SA,RIO DE JANEIRO,42.278.291/0001-24,Serviços Transporte e Logística,PRIVADO,RJ
ATIVO,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,BRASÍLIA,42.278.473/0001-03,Seguradoras e Corretoras,PRIVADO,DF
CANCELADA,EUROLEASE SA ARREND MERCANTIL,RIO BRANCO,42.290.403/0001-62,Arrendamento Mercantil,PRIVADO,AC
CANCELADA,SANTANDER LEASING S.A. ARREND MERC,RIO DE JANEIRO,42.291.245/0001-65,Arrendamento Mercantil,PRIVADO,RJ
ATIVO,RIO+ SANEAMENTO BL 3 S.A.,RIO DE JANEIRO,42.292.007/0001-74,"Saneamento, Serv. Água e Gás",PRIVADO,RJ
ATIVO,ÁGUAS DO RIO 1 SPE S.A.,RIO DE JANEIRO,42.310.775/0001-03,"Saneamento, Serv. Água e Gás",PRIVADO,RJ
ATIVO,EMBPAR PARTICIPAÇÕES S/A,RIO NEGRINHO,42.331.462/0001-31,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SC
ATIVO,IGUÁ RIO DE JANEIRO S.A.,RIO DE JANEIRO,42.353.180/0001-35,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO,RJ
CANCELADA,GPC INDUSTRIA E COMERCIO SA,RIO DE JANEIRO,42.360.925/0001-93,Emp. Adm. Participações,PRIVADO,RJ
CANCELADA,SULFAB CIA SULFOQUIMICA DA BA,CAMAÇARI,42.363.150/0001-00,Petroquímicos e Borracha,PRIVADO,BA
CANCELADA,COMPANHIA PARAIBUNA DE METAIS,JUIZ DE FORA,42.416.651/0001-07,Metalurgia e Siderurgia,PRIVADO,MG
CANCELADA,BOAVISTA SA ARREND MERCANTIL,OSASCO,42.419.846/0001-00,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,INVESPAR SA,RIO DE JANEIRO,42.461.046/0001-58,Emp. Adm. Participações,PRIVADO,RJ
ATIVO,SERENA ENERGIA S.A.,SÃO PAULO,42.500.384/0001-51,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SP
CANCELADA,MODDATA SA ENG. DE TEL. E INF.,SÃO PAULO,42.517.177/0001-00,Telecomunicações,PRIVADO,SP
CANCELADA,VANGUARDA CIA SEGUROS GERAIS,SÃO PAULO,42.582.049/0001-40,Seguradoras e Corretoras,PRIVADO,SP
CANCELADA,CIA INTERNACIONAL FIDUCIARIA,RIO DE JANEIRO,42.584.060/0001-49,Emp. Adm. Participações,PRIVADO,RJ
CANCELADA,CIA BANGU DESENVOLVIMENTO PARTICIPAÇÕES,RIO DE JANEIRO,42.584.128/0001-90,Emp. Adm. Part. - Têxtil e Vestuário,PRIVADO,RJ
CANCELADA,GARRA PARTICIPACOES SA,RIO DE JANEIRO,42.584.326/0001-53,Emp. Adm. Participações,PRIVADO,RJ
CANCELADA,WESTINGHOUSE BRASIL SA,SÃO PAULO,42.586.313/0001-13,"Máquinas, Equipamentos, Veículos e Peças",ESTRANGEIRO,SP
CANCELADA,TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A.,SÃO PAULO,42.603.513/0001-37,Securitização de Recebíveis,PRIVADO,SP
ATIVO,ÁGUAS DO RIO 4 SPE S.A.,RIO DE JANEIRO,42.644.220/0001-06,"Saneamento, Serv. Água e Gás",PRIVADO,RJ
ATIVO,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,SÃO PAULO,42.771.949/0001-35,Serviços Médicos,PRIVADO,SP
CANCELADA,VERT-11 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS E COMERCIAIS,SÃO PAULO,42.937.550/0001-81,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,VERT-9 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,SÃO PAULO,42.938.083/0001-04,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,VICUNHA SA,SÃO PAULO,43.031.574/0001-30,Têxtil e Vestuário,PRIVADO,SP
CANCELADA,BANCO NOSSA CAIXA S/A,SÃO PAULO,43.073.394/0001-10,Bancos,ESTATAL,SP
CANCELADA,CONPART IND ELETRONICA S/A,FORTALEZA,43.081.017/0001-23,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,CE
CANCELADA,FERTIBASE SA,SÃO PAULO,43.081.082/0001-59,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,TRUFANA TEXTIL SA,SÃO PAULO,43.107.119/0001-70,Têxtil e Vestuário,PRIVADO,SP
CANCELADA,IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL,MANAUS,43.185.362/0001-07,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,AM
CANCELADA,RACIONAL ENGENHARIA SA,SÃO PAULO,43.202.951/0001-56,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
ATIVO,KALUNGA S.A.,SÃO PAULO,43.283.811/0001-50,Comércio (Atacado e Varejo),PRIVADO,SP
ATIVO,TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.,SÃO PAULO,43.335.774/0001-86,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,SAFRA HOLDING SA,SÃO PAULO,43.338.730/0001-00,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,MEDIAL SAUDE S/A,SÃO PAULO,43.358.647/0001-00,Serviços Médicos,PRIVADO,SP
CANCELADA,CONST CENTENARIO SA EMP E PART,SÃO PAULO,43.382.027/0001-07,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,SAFRA SA ADM E PARTICIPACOES,SÃO PAULO,43.422.013/0001-61,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,SÃO PAULO,43.425.008/0001-02,Arrendamento Mercantil,ESTRANGEIRO,SP
CANCELADA,ITAUBANK LEASING SA ARREND MERCANTIL (SUCEDIDA POR ITAU UNIBANCO SA E DIBENS LEASING SA ARR. MERCANT,BARUERI,43.443.464/0001-85,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,BOSTON EXPORTADORA IMPORT SA,SÃO PAULO,43.458.421/0001-73,Comércio Exterior,PRIVADO,SP
ATIVO,EVEN CONSTRUTORA E INCORPORADORA S/A,SÃO PAULO,43.470.988/0001-65,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,NATIVA TRANSFORMADORES SA,PORTO ALEGRE,43.504.489/0001-41,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,RS
CANCELADA,AUTOMOB S.A.,MOGI DAS CRUZES,43.513.237/0001-89,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO HOLDING,SP
ATIVO,CLI SUL S.A.,SÃO PAULO,43.514.079/0001-81,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,ADEPAR ASSESSORIA ADM SERV SA,PORTO ALEGRE,43.631.183/0001-56,Emp. Adm. Participações,PRIVADO,RS
CANCELADA,TELECOM SAO PAULO SA,SÃO PAULO,43.642.727/0001-85,Telecomunicações,ESTATAL,SP
CANCELADA,FATSUI BRASIL SA EMP GERAL MIN,SÃO PAULO,43.709.435/0001-12,Extração Mineral,PRIVADO,SP
CANCELADA,METODO ENGENHARIA SA,SÃO PAULO,43.710.946/0001-54,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,NACIONAL LEASING SA ARR MEC,SÃO PAULO,43.711.746/0001-16,Arrendamento Mercantil,PRIVADO,SP
ATIVO,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,SÃO PAULO,43.776.517/0001-80,"Saneamento, Serv. Água e Gás",ESTATAL,SP
CANCELADA,CHASE MANHATTAN LEASING SA A M,SÃO PAULO,43.817.154/0001-83,Arrendamento Mercantil,ESTRANGEIRO,SP
CANCELADA,BRADESCO LEASING S.A. ARREND. MERCANTIL,OSASCO,43.833.821/0001-11,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,PHILIP MORRIS BRASILEIRA SA,CURITIBA,43.834.795/0001-46,Bebidas e Fumo,ESTRANGEIRO,PR
CANCELADA,NORCHEM PARTICIPACOES E CONSULTORIA LTDA,BELO HORIZONTE,43.834.894/0001-28,Bancos,ESTRANGEIRO,MG
ATIVO,LUPO S.A.,ARARAQUARA,43.948.405/0001-69,Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,INDS MONSANTO SA,SÃO PAULO,43.995.323/0001-75,Petroquímicos e Borracha,ESTRANGEIRO,SP
ATIVO,VIA BRASIL BR 163 CONCESSIONARIA DE RODOVIAS S.A.,SINOP,44.067.725/0001-72,Serviços Transporte e Logística,PRIVADO,MT
CANCELADA,UNIBANCO LEASING S.A.- ARREND. MERCANTIL,BARUERI,44.071.785/0001-69,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,LARAMO SA,SÃO PAULO,44.076.123/0001-81,Outras Atividades Industriais,PRIVADO,SP
CANCELADA,AMERICA DO SUL LEAS SA ARR MER,SÃO PAULO,44.081.677/0001-77,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,SAO LUIZ PARTICIPACOES SA,SÃO PAULO,44.220.580/0001-06,Emp. Adm. Participações,PRIVADO,SP
ATIVO,CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A.,SANTA ISABEL,44.319.688/0001-42,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,ABRIL SA,SÃO PAULO,44.597.052/0001-62,Gráficas e Editoras,PRIVADO,SP
CANCELADA,COSTA PINTO S.A.,SÃO PAULO,44.689.123/0001-57,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
CANCELADA,USINA S BARBARA SA,SÃO PAULO,44.689.131/0001-01,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
CANCELADA,USINA BARRA SA ACUCAR ALCOOL,BARRA BONITA,44.742.989/0001-84,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
CANCELADA,M DEDINI SA METALURGICA,PIRACICABA,44.813.863/0001-53,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,SAP SECURITIZADORA DE CREDITOS FINANCEIROS S.A.,RIO DE JANEIRO,44.841.035/0001-29,Securitização de Recebíveis,PRIVADO,RJ
CANCELADA,HSBC LEASING A.M.(BRASIL) SA,CURITIBA,44.847.374/0001-12,Arrendamento Mercantil,PRIVADO,PR
ATIVO,PARSAN S.A.,SÃO PAULO,44.854.238/0001-50,"Saneamento, Serv. Água e Gás",PRIVADO,SP
CANCELADA,AQUATEC QUIMICA SA,SÃO PAULO,45.169.000/0001-58,Petroquímicos e Borracha,ESTRANGEIRO,SP
CANCELADA,MICROTEC SIST IND E COM SA,COTIA,45.169.406/0001-30,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,MASSA FALIDA DE OLMA SA OLEOS VEGETAIS,BEBEDOURO,45.240.538/0001-01,Alimentos,PRIVADO,SP
ATIVO,C&A MODAS S.A.,BARUERI,45.242.914/0001-05,Têxtil e Vestuário,PRIVADO,SP
ATIVO,VITTIA S.A.,SÃO JOAQUIM DA BARRA,45.365.558/0001-09,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
CANCELADA,SPLICE DO BRASIL TELEC  E ELETRONICA S/A,VOTORANTIM,45.397.007/0001-27,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
ATIVO,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,RIO DE JANEIRO,45.453.214/0001-51,Comércio (Atacado e Varejo),PRIVADO HOLDING,RJ
ATIVO,ÁGUAS DO SERTAO S.A.,PENEDO,45.456.117/0001-12,"Saneamento, Serv. Água e Gás",PRIVADO HOLDING,AL
ATIVO,UNIDAS LOCADORA S.A.,BELO HORIZONTE,45.736.131/0001-70,Serviços Transporte e Logística,PRIVADO,MG
ATIVO,BIOMA EDUCAÇÃO S.A.,SÃO PAULO,45.987.245/0001-92,Emp. Adm. Part. - Educação,PRIVADO,SP
CANCELADA,CONST LIX DA CUNHA SA,CAMPINAS,46.014.635/0001-49,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,AUXILIAR SA PARTICIPACOES,SÃO PAULO,46.047.288/0001-50,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,INVESTEC SA,SÃO PAULO,46.112.488/0001-40,Emp. Adm. Participações,PRIVADO,SP
ATIVO,SOCIEDADE ABASTECIMENTO DE AGUA E SANEAMENTO SA,CAMPINAS,46.119.855/0001-37,"Saneamento, Serv. Água e Gás",ESTATAL,SP
CANCELADA,MOTORES BUFALO SA,BELO HORIZONTE,46.414.082/0001-11,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,MG
CANCELADA,BMD LEASING SA ARREND MERC,SÃO PAULO,46.521.357/0001-16,Arrendamento Mercantil,PRIVADO,SP
ATIVO,MANTIQUEIRA HOLDING S.A.,RIO DE JANEIRO,46.568.486/0001-60,Emp. Adm. Part. - Energia Elétrica,PRIVADO,RJ
ATIVO,PORTO SAÚDE PARTICIPAÇÕES S.A.,SÃO PAULO,46.573.272/0001-81,Emp. Adm. Part. - Serviços médicos,PRIVADO,SP
CANCELADA,AÇUCAR GUARANI S/A,OLÍMPIA,47.080.619/0001-17,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO HOLDING,SP
ATIVO,VIA ARAUCÁRIA CONCESSIONÁRIA DE RODOVIAS S.A.,CURITIBA,47.155.252/0001-53,Serviços Transporte e Logística,PRIVADO,PR
CANCELADA,NOVOTEL HOTELARIA TURISMO SA,SÃO PAULO,47.177.654/0001-59,Hospedagem e Turismo,PRIVADO,SP
CANCELADA,FINAÚSTRIA ARRENDAMENTO MERCANTIL S.A.,SALESÓPOLIS,47.178.918/0001-99,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,COMIND LEASING SA ARR MERC,SÃO PAULO,47.184.932/0001-03,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,COMPANHIA DE EMBALAGENS METÁLICAS - MMSA,SÃO PAULO,47.189.014/0001-69,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,SÃO PAULO,47.193.149/0001-06,Arrendamento Mercantil,ESTRANGEIRO,SP
CANCELADA,DESTILARIA R S SA,ASSIS,47.240.585/0001-80,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,VILLARES INDS BASE VIBASA,SÃO PAULO,47.247.069/0001-88,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,VILLARES MECANICA SA,SÃO PAULO,47.287.784/0001-44,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,COLUMBIA PARTICIPACOES SA,EMBU DAS ARTES,47.309.463/0001-01,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,REMA SA,GUARULHOS,47.349.535/0001-36,Têxtil e Vestuário,PRIVADO,SP
CANCELADA,SCOPUS TECNOLOGIA SA,SÃO PAULO,47.379.565/0001-95,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,MAKRO ATACADISTA SA,SÃO PAULO,47.427.653/0001-15,Comércio (Atacado e Varejo),ESTRANGEIRO HOLDING,SP
ATIVO,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,SÃO PAULO,47.508.411/0001-56,Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,OSASCO,47.509.120/0001-82,Arrendamento Mercantil,PRIVADO,SP
ATIVO,NOVA SOCIEDADE DE NAVEGAÇÃO S.A.,RIO DE JANEIRO,47.586.663/0001-01,Emp. Adm. Part. - Petróleo e Gás,PRIVADO,RJ
CANCELADA,AUTEL SA TELECOMUNICAÇOES,SÃO PAULO,47.709.365/0001-53,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
ATIVO,CAMINHOS DA SERRA GAUCHA S/A,FARROUPILHA,47.815.827/0001-17,Serviços Transporte e Logística,PRIVADO,RS
CANCELADA,ALPART ALPA PARTICIPACOES SA,SÃO PAULO,47.848.684/0001-40,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,TAM TRANSP AEREOS REGIONAIS SA,SÃO PAULO,47.893.664/0001-90,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,FINASA LEASING ARRENDAMENTO MERCANTIL SA,OSASCO,47.896.709/0001-80,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,AMAZONAS PRODS P CALCADOS SA,FRANCA,47.959.697/0001-96,Têxtil e Vestuário,PRIVADO,SP
ATIVO,MAGAZINE LUIZA SA,FRANCA,47.960.950/0001-21,Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,LIMASA SA,SÃO BERNARDO DO CAMPO,48.071.716/0001-06,Metalurgia e Siderurgia,PRIVADO,SP
ATIVO,CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.,POUSO ALEGRE,48.127.008/0001-40,Serviços Transporte e Logística,PRIVADO,MG
ATIVO,CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.,UBERLÂNDIA,48.127.012/0001-08,Serviços Transporte e Logística,PRIVADO,MG
CANCELADA,DEDINI SA SIDERURGICA,PIRACICABA,48.170.765/0001-04,Metalurgia e Siderurgia,PRIVADO,SP
ATIVO,ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA,ATIBAIA,48.344.725/0007-19,Farmacêutico e Higiene,PRIVADO,SP
CANCELADA,BASF BRAS SA INDS QUIMICAS,SÃO PAULO,48.539.407/0001-18,Petroquímicos e Borracha,ESTRANGEIRO,SP
CANCELADA,TELEINVEST PARTICIPACOES SA,SÃO PAULO,48.695.928/0001-64,Emp. Adm. Participações,PRIVADO,SP
ATIVO,SPE NOVO NORTE AEROPORTOS S.A,BELÉM,48.710.127/0001-20,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,PA
ATIVO,CONCESSIONARIA DAS RODOVIAS DO LESTE MS S/A,CHAPADÃO DO SUL,48.851.242/0001-15,Serviços Transporte e Logística,PRIVADO,MS
CANCELADA,BARBER GREENE BRASIL INDUSTRIA E COMERCIO SA,GUARULHOS,49.033.814/0001-11,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
